1005199at32523	10020_0:00458d
1005199at32523	10029_0:00088f
1005199at32523	10036_0:003c08
1005199at32523	10036_0:003cd1
1005199at32523	10041_0:002e31
1005199at32523	10041_0:004bee
1005199at32523	10047_0:004470
1005199at32523	10089_0:0043ea
1005199at32523	10090_0:004d12
1005199at32523	10093_0:003ee3
1005199at32523	10117_0:005048
1005199at32523	10141_0:003517
1005199at32523	10160_0:00049f
1005199at32523	10181_0:001796
1005199at32523	1026970_0:004746
1005199at32523	103695_0:0047dc
1005199at32523	103944_0:00375d
1005199at32523	103944_0:0049b4
1005199at32523	1047088_0:003478
1005199at32523	105255_0:001c17
1005199at32523	109478_0:000aec
1005199at32523	111838_0:00491d
1005199at32523	118797_0:002727
1005199at32523	1230840_0:00357c
1005199at32523	125878_0:0012ae
1005199at32523	127582_0:0048cb
1005199at32523	130825_0:0026c6
1005199at32523	132908_0:003b1e
1005199at32523	13616_0:001d63
1005199at32523	1415580_0:0013fa
1005199at32523	143291_0:002344
1005199at32523	143292_0:0030fa
1005199at32523	143302_0:0042e0
1005199at32523	146911_0:003507
1005199at32523	1574408_0:004872
1005199at32523	1608482_0:004520
1005199at32523	1706337_0:000984
1005199at32523	1737458_0:00093f
1005199at32523	176946_0:003f3e
1005199at32523	181119_0:003c30
1005199at32523	1825980_0:004537
1005199at32523	1868482_0:003eeb
1005199at32523	186990_0:003bd8
1005199at32523	191870_0:003870
1005199at32523	192404_0:001aa2
1005199at32523	194408_0:00517e
1005199at32523	194408_0:0051a0
1005199at32523	214514_0:001a8c
1005199at32523	216574_0:003c68
1005199at32523	221976_0:001ff5
1005199at32523	223781_0:0040e4
1005199at32523	225400_0:003839
1005199at32523	230844_0:004aa4
1005199at32523	246437_0:00245f
1005199at32523	260615_0:0054f0
1005199at32523	260995_0:00382d
1005199at32523	27622_0:00488c
1005199at32523	27675_0:002608
1005199at32523	28377_0:00082e
1005199at32523	286419_0:002491
1005199at32523	28737_0:00377b
1005199at32523	29073_0:00399e
1005199at32523	29078_0:003c9a
1005199at32523	29088_0:00296c
1005199at32523	291302_0:0031fc
1005199at32523	29139_0:003cac
1005199at32523	299123_0:003c3e
1005199at32523	30331_0:004859
1005199at32523	30464_0:003750
1005199at32523	30522_0:0042a3
1005199at32523	30538_0:0028a5
1005199at32523	30608_0:0015aa
1005199at32523	30611_0:001ba1
1005199at32523	310752_0:00404a
1005199at32523	32536_0:00085f
1005199at32523	33562_0:003dcf
1005199at32523	336983_0:001d57
1005199at32523	34839_0:001f21
1005199at32523	34884_0:004db0
1005199at32523	34886_0:002f29
1005199at32523	35005_0:0009fe
1005199at32523	35658_0:003a76
1005199at32523	36723_0:00125d
1005199at32523	37029_0:00251b
1005199at32523	37032_0:001c7c
1005199at32523	37293_0:0041de
1005199at32523	379532_0:002f6b
1005199at32523	38626_0:004358
1005199at32523	38654_0:003fd5
1005199at32523	38674_0:0040a8
1005199at32523	39432_0:000815
1005199at32523	40151_0:0033ac
1005199at32523	41426_0:0033e2
1005199at32523	42100_0:00290e
1005199at32523	42254_0:00460c
1005199at32523	447135_0:0014b9
1005199at32523	447135_0:0014cb
1005199at32523	452646_0:0005de
1005199at32523	452646_0:004ff5
1005199at32523	46844_0:00225c
1005199at32523	482537_0:003d39
1005199at32523	494514_0:0001e2
1005199at32523	50954_0:002da4
1005199at32523	51298_0:002d1b
1005199at32523	51337_0:002978
1005199at32523	51337_0:002ca2
1005199at32523	51338_0:002467
1005199at32523	52644_0:002819
1005199at32523	54180_0:0013de
1005199at32523	591936_0:001412
1005199at32523	59463_0:003c29
1005199at32523	59472_0:003991
1005199at32523	59479_0:000809
1005199at32523	59538_0:002410
1005199at32523	59729_0:003ea7
1005199at32523	60711_0:002158
1005199at32523	61156_0:004082
1005199at32523	61221_0:0007ac
1005199at32523	61383_0:0013d4
1005199at32523	61384_0:003b8e
